code,name,market,category,riskLevel,personality,profit1,profit1_reason,profit1_source,profit2,profit2_reason,profit2_source,profit3,profit3_reason,profit3_source,key1,key1_reason,key1_source,key2,key2_reason,key2_source,key3,key3_reason,key3_source,risk1,risk1_reason,risk1_source,risk2,risk2_reason,risk2_source,risk3,risk3_reason,risk3_source,reminder
6205,詮欣,上市電子零組件,I023340|I023350,,車用連接器黑馬,車用連接器(ADAS/影音),,,工業控制,,,網通連接器,,,電動車滲透率,,,美系車廠(Tesla)訂單,,,自動駕駛等級升級,,,車市殺價競爭,,,消費性電子佔比仍高,,,匯率波動,,,從PC轉型車用相當成功的連接器廠，與Tesla及美系車廠關係緊密。
6197,佳必琪,上市電子零組件,I023350,,AI線束隱形冠軍,AI伺服器線束(DAC/ACC),,,光通訊連接線,,,IoT,,,Nvidia認證線束訂單,,,AI營收佔比,,,毛利率,,,客戶砍單風險,,,銅價成本,,,產能擴充瓶頸,,,輝達(Nvidia)認證的AI伺服器線束供應商，從傳統連接器廠轉型為高毛利AI軍火商。
6191,精成科,上市電子零組件,I023230|I023430,,PSAPCB戰艦,多層PCB(主機板/車用),,,PCBA組裝服務,,,車用板,,,華新集團(PSA)資源整合,,,馬來西亞廠產能,,,銅價成本轉嫁,,,PC景氣下行,,,車用晶片短缺,,,匯率波動,,,華新集團旗下，擁有PCB製造與PCBA組裝的一條龍優勢，獲利穩健且配息不錯。
6155,鈞寶,上市電子零組件,I023370,,鐵芯電感小兵,鐵芯(Core),,,積層晶片電感,,,線圈,,,電磁干擾(EMI)防治需求,,,網通設備出貨,,,被動元件景氣,,,原料氧化鐵價格,,,市場規模受限,,,中國低價競爭,,,專做電磁干擾防治的鐵芯與電感，股性冷門，適合長期領息。
6153,嘉聯益,上市電子零組件,,,軟板轉機股,軟板(FPC),,,細線路軟板,,,多層軟板,,,蘋果/非蘋手機訂單,,,產能利用率(觀音廠),,,良率改善幅度,,,長期虧損/獲利不穩,,,大規模擴廠後的折舊壓力,,,主要客戶轉單,,,產能很大但良率與管理一直是問題，經常處於虧損邊緣，屬高風險轉機股。
6141,柏承,上市電子零組件,I023230,,PCB利基廠,多層板,,,HDI,,,樣品板/快壓板,,,IC測試板訂單,,,昆山廠搬遷補償,,,南通廠產能利用率,,,中國手機市場疲弱,,,新廠折舊攤提,,,樣品板競爭激烈,,,除了量產板，也做高毛利的「樣品板/測試板」，近年受中國設廠變動影響大。
6133,金橋,上市電子零組件,I023340,,高頻線材廠,高頻傳輸線,,,醫療線束,,,車用線組,,,伺服器/網通訂單,,,銅價走勢,,,主要美系客戶需求,,,消費性電子衰退,,,匯率波動,,,原物料成本無法轉嫁,,,原本做消費性線材，近年切入伺服器與醫療領域，股性活潑。
6115,鎰勝,上市電子零組件,I023340,,電源線老店,電源傳輸線,,,插頭/插座,,,網路線,,,銅價LME走勢,,,家電/PC市場景氣,,,越南廠擴建進度,,,銅價暴漲侵蝕毛利,,,產品技術門檻低,,,紅色供應鏈競爭,,,全球產量最大的電源線廠之一，獲利與銅價呈反向關係，高殖利率定存股代表。
6108,競國,上市電子零組件,I023230,,PCB泰國通,雙面/多層PCB,,,車用板,,,記憶體模組板,,,泰國廠營運狀況,,,記憶體產業景氣,,,汽車供應鏈需求,,,泰國廠長期虧損/微利,,,消費性電子疲弱,,,關閉台灣廠後的轉型陣痛,,,重心已全數移往泰國廠，主要看記憶體與車用市場的回溫。
5469,瀚宇博,上市電子零組件,J000260|I023230,,NB板霸主,筆電PCB,,,伺服器/網通板,,,機上盒板,,,全球筆電出貨量,,,伺服器板佔比提升,,,轉投資(精成科)獲利,,,PC產業成熟成長低,,,層數低的板材毛利差,,,銅價波動,,,華新集團成員，全球最大的筆電PCB供應商，近年積極拉高伺服器與網通板比重以提升毛利。
4999,鑫禾,上市電子零組件,,,筆電樞紐廠,筆電樞紐(Hinge),,,伺服器滑軌,,,摺疊機構,,,筆電開蓋率(Hinge需求),,,摺疊機/平板新案,,,不鏽鋼價格,,,筆電市場衰退,,,同業(新日興/兆利)競爭,,,客戶砍價,,,主要做筆電樞紐，不像兆利或富世達有強大的摺疊機題材，股性較溫吞。
4989,榮科,上市電子零組件,,,銅箔老將,電解銅箔,,,鋰電池銅箔(少量),,,PCB銅箔,,,銅價加工費(TC/RC),,,PCB產業稼動率,,,電動車銅箔認證,,,中國銅箔產能過剩,,,加工費崩跌,,,單一產品風險,,,純度極高的銅箔廠，獲利完全取決於銅箔加工費的報價，景氣循環極其明顯。
4958,臻鼎-KY,上市電子零組件,J000170|I023230,,PCB世界航母,軟板/硬板/HDI/IC載板,,,Mini LED背光板,,,AI伺服器板,,,全球PCB市佔率,,,蘋果全系列產品銷量,,,泰國廠建置進度,,,規模過大成長趨緩,,,IC載板投資折舊,,,地緣政治(中國產能大),,,全球第一大PCB廠，什麼都做，Apple是最大客戶，現在全力衝刺AI伺服器與IC載板。
4943,康控-KY,上市電子零組件,,,聲學大起大落,電聲元件(矽膠),,,車用零部件,,,光學機構件,,,債務重整進度,,,車用訂單佔比,,,每股淨值回升,,,財務危機陰影,,,單一客戶(Apple)依賴歷史教訓,,,流動性風險,,,曾經的千元股王，因財務問題跌落神壇，現正努力透過車用業務轉型求生，風險極高。
4927,泰鼎-KY,上市電子零組件,I023230,,泰國PCB王,多層板(家電/電視),,,車用板,,,網通板,,,泰國廠產能利用率,,,韓系客戶(Samsung)訂單,,,東南亞轉單效應,,,消費性電子(TV)需求疲弱,,,新廠折舊壓力,,,匯率(泰銖/美金),,,生產基地全在泰國，是中美貿易戰下「China+1」策略的最大受惠者，但受韓系客戶影響大。
4915,致伸,上市電子零組件,I023410|I023680,,視覺與聲學整合,相機模組(車用/警用),,,聲學產品(耳機/喇叭),,,事務機,,,AI視覺邊緣運算,,,車用ADAS鏡頭出貨,,,聲學產品毛利,,,PC/手機市場飽和,,,新事業營收佔比仍低,,,匯率波動,,,從滑鼠鏡頭起家，現在轉型為「AI視覺」與「警用相機」的高階系統整合商，獲利穩健。
4912,聯德控股-KY,上市電子零組件,,,沖壓散熱高手,散熱模組(手機/伺服器),,,車用沖壓件,,,滑軌,,,AI伺服器散熱需求,,,健身器材訂單(曾是大宗),,,車用沖壓毛利,,,手機不鏽鋼均熱片需求減,,,客戶庫存調整,,,匯率波動,,,技術底子強(精密沖壓)，在手機散熱與車用金屬件有獨到之處，但營收波動較大。
4545,銘鈺,上市電子零組件,,,硬碟零組件,硬碟音圈馬達(VCM)沖壓件,,,散熱片,,,自動化設備,,,硬碟(HDD)市場需求,,,雲端資料中心硬碟採購,,,自動化設備訂單,,,SSD取代HDD趨勢,,,客戶集中度高,,,原料價格波動,,,主要做傳統硬碟(HDD)零件，雖然SSD興起，但雲端中心的大容量儲存仍需HDD。
3715,定穎投控,上市電子零組件,,,車用PCB資優生,車用PCB(HDI/厚銅),,,網通/伺服器PCB,,,顯示面板板,,,泰國廠產能,,,高階HDI佔比,,,電動車銷量,,,車市殺價競爭,,,中國車廠庫存,,,新廠折舊,,,專攻高階車用HDI板，獲利能力優於一般車用板廠，泰國新廠是成長關鍵。
3679,新至陞,上市電子零組件,,,塑膠機構精品,雙料射出成型,,,消費性電子機殼,,,車用塑膠件,,,歐美客戶(Amazon/Logitech)新品,,,模具開發收入,,,毛利率維持率,,,消費性電子疲弱,,,環保材質成本,,,單一客戶依賴,,,專做高難度的「雙料射出」，客戶都是歐美大廠，獲利與配息長年穩定。
3653,健策,上市電子零組件,J001240,,均熱片機皇,均熱片(Heat Spreader),,,ILM(CPU扣件),,,導線架,,,AI伺服器出貨量,,,AMD/Intel新平台滲透,,,銅價與毛利率,,,本益比過高(估值修正),,,伺服器資本支出削減,,,新技術(液冷)改變設計,,,AI伺服器必備的「散熱均熱片」與「CPU扣件」龍頭，護城河極深，股價也是族群中最高的。
3645,達邁,上市電子零組件,,,PI膜專家,聚醯亞胺薄膜(PI),,,軟板材料,,,石墨散熱片原材,,,智慧手機銷量,,,折疊手機(透明PI)滲透率,,,石墨片需求,,,PI膜價格競爭,,,原料PMDA價格,,,OLED面板採用率,,,全球前幾大的PI膜廠，關鍵在於折疊手機與人工石墨散熱片的需求爆發。
3607,谷崧,上市電子零組件,,,光學模具廠,塑膠射出(鏡頭/機殼),,,模具開發,,,耳機機構,,,手機鏡頭模組訂單,,,中國廠區整併效益,,,新客戶開發,,,手機市場衰退,,,紅色供應鏈低價搶單,,,長期虧損/轉型不易,,,過去是手機鏡頭模具大廠，近年受中國供應鏈崛起影響，營運辛苦。
3605,宏致,上市電子零組件,,,精密連接器,筆電/網通連接器,,,車用連接器,,,高速傳輸線,,,AI伺服器高速線(DAC/AOC),,,併購Genesis綜效,,,庫存去化,,,併購帶來的財務負擔,,,消費性電子佔比高,,,增資稀釋股權,,,積極透過併購擴大版圖，重點在切入工業與車用市場，以及AI伺服器的高速線材。
3593,力銘,上市電子零組件,,,電源轉換器,電源供應器,,,變壓器,,,塑膠射出,,,營收規模變化,,,轉型車用進度,,,毛利率,,,長期虧損,,,流動性不足,,,市場競爭力弱,,,規模較小的電源廠，近年營運起伏大，缺乏明顯的核心競爭力。
3550,聯穎,上市電子零組件,I023340,,傳輸線老兵,消費性傳輸線,,,電腦線材,,,特殊線材,,,銅價走勢,,,消費性電子景氣,,,庫存水位,,,產品技術門檻低,,,價格戰激烈,,,匯率風險,,,以消費性與電腦線材為主，屬於成熟產業，獲利隨景氣與銅價波動。
3533,嘉澤,上市電子零組件,,,插槽與扣件王,CPU Socket,,,DDR5連接器,,,PCIe連接器,,,伺服器新平台滲透率,,,ILM市佔率,,,毛利率,,,伺服器庫存調整,,,專利訴訟,,,原物料價格,,,做插槽做到股價千元，伺服器CPU與記憶體規格升級(DDR5)的最大受惠者。
3501,維熹,上市電子零組件,,,家電線材王,電源線(白色家電),,,電動車充電槍線,,,轉接頭,,,美國房市(家電需求),,,電動車充電樁佈建,,,銅價成本,,,銅價暴漲,,,匯率波動,,,主要客戶(Quirky/家電廠)庫存,,,正崴集團成員，主攻家電與3C電源線，近年切入電動車充電槍線材。
3432,台端,上市電子零組件,,,連接器轉投資,連接器,,,記憶體模組投資,,,基金投資,,,本業連接器獲利,,,業外投資基金損益,,,每股淨值,,,投資踩雷(曾因澳豐案重傷),,,本業長期虧損,,,管理層誠信風險,,,本業連接器已無存在感，公司像是一間「高風險投資公司」，曾因投資海外基金踩雷導致鉅額虧損。
3376,新日興,上市電子零組件,,,軸承老將,筆電/螢幕軸承,,,穿戴裝置,,,摺疊機研發,,,蘋果新品傳聞,,,產能利用率,,,毛利率,,,蘋果摺疊機延後,,,陸廠競爭,,,單一客戶依賴,,,永遠的「蘋果摺疊機概念股」，本業AirPods充電盒穩定，等待摺疊機爆發。
3338,泰碩,上市電子零組件,,,散熱轉機股,散熱模組,,,熱導管,,,連接器,,,比亞迪(BYD)訂單佔比,,,伺服器散熱營收,,,中國手機銷量,,,中國車市價格戰,,,消費性電子疲弱,,,可轉債賣壓,,,主要題材是「比亞迪概念股」，車用與伺服器散熱是未來成長雙引擎。
3321,同泰,上市電子零組件,,,軟板辛苦人,軟板,,,載板(Mini LED),,,SMT代工,,,Mini LED滲透率,,,揚州廠營運,,,韓系客戶訂單,,,長期虧損,,,資金周轉壓力,,,技術與規模不如大廠,,,欣興集團旗下，但營運長期陷入困境，主要寄望Mini LED載板的轉機。
3308,聯德,上市電子零組件,I023470,,電源轉型,交換式電源供應器,,,開放式電源,,,適配器,,,PC市場需求,,,伺服器電源佔比,,,毛利率變化,,,PC產業衰退,,,規模經濟不足,,,原物料成本,,,規模較小的電源廠，主要應用在PC與網通，獲利能力平平。
3296,勝德,上市電子零組件,I023470,,電源保護器,電源突波保護器,,,物聯網智慧插座,,,電源線,,,歐美房市與修繕需求,,,銅價成本,,,智慧家庭滲透率,,,客戶集中度高,,,運費波動,,,匯率風險,,,主要做電源保護插座，市場在歐美，與美國房市景氣連動性高。
3229,晟鈦,上市電子零組件,,,PCB與磷酸鋰鐵,PCB鑽孔墊板,,,磷酸鋰鐵電池材料,,,廢液回收,,,PCB產業稼動率,,,電池材料出貨量,,,新經營團隊策略,,,本業獲利不穩,,,轉型題材(電池)未兌現,,,股本小波動大,,,從PCB周邊轉型切入電池材料，目前仍在轉型陣痛期。
3092,鴻碩,上市電子零組件,,,顯示器線材王,訊號傳輸線(Monitor),,,車用充電線,,,高頻線,,,全球監視器出貨量,,,電動車充電線認證,,,銅價波動,,,面板/監視器產業衰退,,,切入車用速度慢,,,單一產品依賴,,,全球最大的監視器訊號線廠，高市佔率是護城河，也是成長天花板。
3090,日電貿,上市電子零組件,,,被動元件百貨,被動元件通路(電容/電感),,,代理Samsung/Kyocera,,,電容模組,,,被動元件報價,,,AI伺服器高階電容需求,,,高殖利率,,,原廠收回代理權,,,庫存跌價損失,,,終端需求急凍,,,台灣最大的被動元件通路商，不事生產，專做代理與調節庫存，獲利與配息極度穩定。
3058,立德,上市電子零組件,I023470,,電源轉型綠能,電源供應器,,,磁性元件,,,儲能/充電樁系統,,,轉投資綠能(儲能)進度,,,電動車充電樁標案,,,本業虧損收斂,,,轉型成效緩慢,,,本業長期低迷,,,綠能投資回收期長,,,老牌電源廠，本業辛苦，現在全力轉攻綠能、儲能與充電樁運營。
3044,健鼎,上市電子零組件,,,HDI板模範生,HDI板,,,汽車板,,,記憶體模組板,,,伺服器板,,,汽車電子化程度,,,記憶體與伺服器景氣,,,毛利率(控管能力極強),,,匯率波動,,,中國產能過剩,,,原材料上漲
3042,晶技,上市電子零組件,J000370,,頻率元件心臟,石英元件(Crystal/Oscillator),,,感測器,,,車用頻率元件,,,5G/WiFi 7滲透率,,,車用營收佔比,,,iPhone新機備貨,,,日系對手匯率競爭,,,手機市場飽和,,,價格侵蝕,,,全球頻率元件龍頭，只要是電子產品都需要石英元件，車用與AI是新動能。
3037,欣興,上市電子零組件,,,機殼電源雙刀,伺服器機殼,,,電源供應器,,,電競周邊(Cougar),,,AI伺服器機殼訂單,,,自有品牌電競銷量,,,毛利率提升,,,電競市場退燒,,,伺服器客戶砍單,,,匯率波動,,,從PC機殼轉型伺服器機殼與電源有成，加上自有電競品牌，獲利結構改善。
3032,偉訓,上市電子零組件,I023470,,機殼與電源,伺服器機殼,,,電源供應器,,,醫療床,,,雲端CSP機殼訂單,,,自有品牌電競,,,醫療床銷量,,,伺服器庫存調整,,,電競市場衰退,,,鋼價,,,主要獲利來自雲端伺服器機殼代工，醫療床提供穩定現金流。
3026,禾伸堂,上市電子零組件,,,MLCC獨行俠,積層陶瓷電容(MLCC),,,主動元件代理,,,系統模組,,,MLCC報價與B/B值,,,自製產品(高壓/高容)比重,,,高殖利率,,,標準品價格崩跌,,,代理線營收波動,,,景氣循環風險,,,擁有「自製MLCC」與「代理」雙引擎，專攻高壓/高容利基型電容，獲利比一般被動元件廠穩。
3023,信邦,上市電子零組件,,,客製化線束王,五大產業線束(MAGIC),,,綠能/車用/醫療/工業/通訊,,,客製化訂單比重,,,毛利率,,,庫存週轉,,,產能擴充速度,,,銅價,,,人力成本,,,專攻「少量多樣」的高毛利客製化線束，是連接器界的台積電。,,,
3021,鴻名,上市電子零組件,,,線材系統整合,連接線組(家電/車用),,,系統整合(SI),,,東南亞產能佈局,,,日系家電客戶訂單,,,SI標案入帳,,,銅價與匯率,,,家電市場飽和,,,SI專案延宕,,,人力成本上升,,,業務由「線材」與「系統整合」兩大塊組成，營運非常穩健，主要服務日系家電大廠。
3015,全漢,上市電子零組件,,,電源老字號,PC/IPC電源,,,電競電源,,,雲端/邊緣運算電源,,,電競PC換機潮,,,工業電腦(IPC)需求,,,與旭隼/佳世達合作,,,PC市場衰退,,,庫存管理壓力,,,毛利率競爭,,,老牌電源大廠，近年深耕工業電腦與電競高階電源，獲利持穩。
3011,今皓,上市電子零組件,,,連接線轉AI,連接線,,,AI伺服器相關業務(併購),,,車用線材,,,AI新事業營收貢獻,,,傳統線材虧損縮小,,,轉型題材炒作,,,本業長期不振,,,併購效益不明,,,股價波動與基本面脫鉤,,,本業是傳統線材，近期因併購切入AI伺服器平台題材而受市場關注，投機性高。
3003,健和興,上市電子零組件,,,綠能連接器,綠能/儲能端子,,,電動車充電槍,,,電工端子,,,電動車充電樁佈建,,,銅價LME走勢,,,儲能案場需求,,,銅價暴漲,,,中國車市殺價,,,匯率波動,,,專注於「電工端子」與「綠能應用」，是充電樁與儲能概念股的核心標的。
2493,揚博,上市電子零組件,,,PCB設備材料,PCB製程設備(濕製程),,,半導體封裝設備,,,藥水代理,,,ABF載板擴產進度,,,半導體先進封裝需求,,,高殖利率,,,PCB產業資本支出縮減,,,設備驗收遞延,,,代理權變動,,,主要做PCB濕製程設備與藥水代理，是高殖利率概念股的常客。
2492,華新科,上市電子零組件,,,被動元件二哥,MLCC,,,晶片電阻(R-Chip),,,射頻元件,,,被動元件B/B值,,,華新集團資源,,,車用佔比,,,標準品殺價競爭,,,日系大廠降價,,,庫存去化緩慢,,,華新集團旗下，與國巨並列台灣被動元件雙雄，股價隨被動元件景氣循環劇烈波動。
2484,希華,上市電子零組件,,,石英元件老二,石英振盪器,,,TSX(溫度補償),,,MEMS微機電,,,網通/物聯網需求,,,日本大真空(KDS)合作關係,,,台幣匯率,,,日圓大幅貶值(競爭對手優勢),,,消費電子疲弱,,,價格壓力,,,國內石英元件二哥，與日本大真空關係密切，營運穩健但爆發力較晶技小。
2483,百容,上市電子零組件,,,繼電器專家,繼電器,,,步進馬達,,,導線架,,,半導體導線架需求,,,智慧電表/家電訂單,,,台中新廠效益,,,銅價成本,,,中國房市/家電不振,,,新廠折舊壓力,,,主要做繼電器與導線架，近年擴建台中新廠切入半導體應用，試圖提升毛利。
2478,大毅,上市電子零組件,,,晶片電阻老將,晶片電阻,,,保護元件,,,感測元件,,,電阻報價,,,保護元件佔比提升,,,越南廠產能,,,標準型電阻殺價,,,原物料價格,,,匯率波動,,,國內晶片電阻大廠，近年積極拉高「保護元件」與「感測器」比重，以擺脫電阻殺價紅海。
2476,鉅祥,上市電子零組件,,,金屬沖壓王,精密金屬沖壓,,,電鍍,,,車用影像系統,,,車用鏡頭模組出貨,,,3C沖壓件佔比,,,新廠產能,,,金屬原料價格,,,模具開發速度,,,消費電子衰退,,,從傳統沖壓轉型到「車用光學」與「醫療」相當成功，技術底蘊深厚。
2472,立隆電,上市電子零組件,,,鋁電容資優生,鋁質電解電容,,,高分子固態電容,,,車用/工控電容,,,車用電子滲透率,,,電信基地台需求,,,毛利率維持率,,,日系對手競爭,,,原料鋁價波動,,,匯率風險,,,在鋁質電解電容領域僅次於日系大廠，深耕車用與電信市場，獲利能力優於同業。
2467,志聖,上市電子零組件,,,PCB設備王,PCB/載板設備,,,半導體先進封裝設備(CoWoS),,,面板設備,,,台積電CoWoS擴產,,,ABF載板廠資本支出,,,G2C聯盟綜效,,,半導體設備驗收延期,,,PCB景氣下行,,,景氣循環波動,,,G2C聯盟(志聖/均豪/均華)核心，搭上台積電CoWoS擴產列車，半導體設備營收佔比大增。
2462,良得電,上市電子零組件,,,電源線轉型,交流電源線(AC cord),,,電動車充電線,,,低軌衛星線材,,,主要客戶(Amazon/Dyson)訂單,,,低軌衛星/車用佔比,,,銅價成本,,,銅價劇烈波動,,,消費性電子需求減,,,匯率風險,,,積極淘汰低毛利訂單，轉攻高階家電與低軌衛星線材，獲利結構改善中。
2460,建通,上市電子零組件,,,端子業銅王,電器端子,,,異型導體銅材,,,銅回收,,,銅價LME走勢,,,異型銅材新產能,,,越南廠煉銅回收率,,,銅價暴跌(庫存損失),,,新產品認證慢,,,環保法規成本,,,原本做端子，現在向上游整合做「異型導體銅材」，試圖掌握原料與技術優勢。
2457,飛宏,上市電子零組件,J000170,,充電樁先鋒,電動車充電樁(馳諾瓦),,,電源供應器,,,Shell/台泥儲能訂單,,,子公司(馳諾瓦)營收成長,,,充電樁毛利率,,,傳統電源虧損收斂,,,充電樁市場殺價競爭,,,歐美政策變動,,,轉型陣痛期,,,本業電源平平，全靠子公司「馳諾瓦」的充電樁業務大爆發，是標準的母以子貴。
2440,太空梭,上市電子零組件,I016010,,銅線老廠,銅線材,,,絞線,,,通訊線,,,銅價走勢,,,轉型進度,,,非核心資產處分,,,本業長期無競爭力,,,銅價波動風險,,,流動性差,,,老牌線材廠，營運長期低迷，缺乏明顯的主力成長產品。
2431,聯昌,上市電子零組件,,,東元電源兵,電源供應器,,,視訊轉換器,,,車用電子,,,東元集團策略,,,LG/Samsung電視訂單,,,毛利率改善,,,電視市場衰退,,,規模經濟不足,,,長期獲利不穩,,,東元集團旗下，主要供應韓系電視電源，受面板景氣影響大。
2428,興勤,上市電子零組件,,,保護元件龍頭,熱敏電阻(NTC/PTC),,,壓敏電阻,,,感測器,,,電動車/儲能需求,,,產能擴充進度,,,毛利率(長期高標),,,原物料價格,,,中國電動車市況,,,匯率波動,,,全球保護元件巨人，電動車用量是燃油車的數倍，長期趨勢最明確的被動元件股。
2421,建準,上市電子零組件,,,散熱風扇王,AI伺服器風扇,,,車用風扇,,,筆電風扇,,,AI伺服器營收佔比,,,液冷滲透率(長期風險),,,毛利率,,,液冷取代氣冷速度,,,中國同業競爭,,,原物料,,,AI伺服器需要暴力風扇散熱，短期獲利爆發，長期關注液冷替代效應。
2420,新巨,上市電子零組件,,,軍工規電源,伺服器電源(HPC/軍工),,,微動開關,,,鍵盤,,,AI伺服器電源訂單,,,高階微動開關銷量,,,毛利率,,,伺服器資本支出週期,,,主要客戶(美系)集中,,,台幣升值,,,電源界的精品店，專攻少量多樣的高階與軍工規電源，獲利極穩，不追求營收爆發。
2415,錩新,上市電子零組件,,,揚聲器鍛造王,揚聲器導磁零組件(鍛造),,,塑膠成型,,,汽車音響零件,,,全球車市銷量,,,高級車音響滲透率,,,鋼材價格,,,車用晶片短缺(已緩解),,,電動車移除音響(極少),,,匯率波動,,,全球最大的揚聲器導磁零件廠，客戶都是Harman、Bose等頂級音響品牌，獲利隨高級車市況波動。
2413,環科,上市電子零組件,,,雷達通訊兵,電磁元件(變壓器),,,海用雷達/通訊模組,,,倒車雷達,,,日系客戶(Koden)訂單,,,車用雷達滲透率,,,5G網通需求,,,通訊產品認證週期長,,,匯率風險,,,原物料漲價,,,主要做變壓器與通訊模組，海用雷達是其特殊利基，車用倒車雷達穩定出貨。
2402,毅嘉,上市電子零組件,,,車用軟板黑馬,軟板(FPC),,,車用機構件,,,光通訊元件,,,車用營收佔比(>80%),,,車用顯示器模組訂單,,,光通訊產能,,,汽車供應鏈庫存調整,,,手機市場疲弱(已無影響),,,匯率波動,,,轉型車用最成功的軟板廠，車用佔比極高，獲利已脫離手機市場的紅海。
2392,正崴,上市電子零組件,,,連接器與能源,連接器(Type-C),,,森崴能源(轉投資),,,系統模組,,,蘋果Type-C滲透率,,,轉投資貢獻,,,自動化程度,,,消費電子疲弱,,,缺工,,,轉投資波動,,,本業連接器平穩，市場亮點在於子公司「森崴能源」的綠能工程貢獻。
2385,群光,上市電子零組件,,,鍵盤電源王,電腦鍵盤(全球第一),,,電源供應器,,,影像模組,,,AI PC換機潮,,,泰國廠產能比重,,,高現金殖利率,,,PC/NB市場衰退,,,原物料與人工成本,,,匯率波動,,,鍵盤市佔率全球無敵，現金流超強，AI PC帶動鍵盤與影像模組規格升級是新亮點。
2383,台光電,上市電子零組件,,,AI CCL霸主,AI伺服器CCL(高階),,,手機HDI材料,,,網通板材,,,AI伺服器市佔率,,,產能利用率,,,銅價,,,韓系/陸系對手切入,,,手機銷量下滑,,,單一客戶集中,,,Nvidia AI伺服器材料的主要供應商，市佔率極高，是AI硬體浪潮的核心持股。
2375,凱美,上市電子零組件,,,國巨鋁電容軍,鋁質電解電容,,,風扇,,,變壓器,,,國巨集團通路綜效,,,被動元件景氣,,,鋁價成本,,,標準品殺價競爭,,,消費電子疲弱,,,庫存去化,,,國巨集團成員，整合了智寶與旺詮，主攻鋁質電解電容，營運隨被動元件景氣循環。
2368,金像電,上市電子零組件,,,伺服器PCB王,AI伺服器PCB,,,交換器PCB(800G),,,筆電PCB,,,AI伺服器佔比,,,台灣/泰國產能,,,毛利率,,,產能不足,,,伺服器景氣反轉,,,原物料成本,,,全球伺服器PCB龍頭，產能被AI伺服器塞爆，純度最高的AI PCB股。
2367,燿華,上市電子零組件,,,低軌衛星轉機,低軌衛星HDI,,,車用PCB,,,軟硬結合板,,,Starlink發射量,,,低軌衛星營收佔比,,,毛利率轉正,,,衛星發射延期,,,車市殺價,,,匯率波動,,,成功打入Starlink供應鏈，靠著低軌衛星的高毛利HDI板擺脫虧損。
2355,敬鵬,上市電子零組件,,,車用PCB龍頭,汽車板(HDI/多層),,,通訊板,,,工控板,,,全球汽車銷量,,,電動車PCB產值,,,泰國廠轉虧為盈進度,,,車用晶片短缺,,,汽車供應鏈殺價,,,匯率(歐元/美元),,,全球最大的汽車PCB廠，客戶涵蓋所有歐美日汽車大廠，最壞情況(疫情/缺片)已過，迎來復甦。
2328,廣宇,上市電子零組件,,,鴻海連接器,PCB/連接器/線纜,,,代工組裝,,,車用線束,,,鴻海集團電動車訂單,,,馬來西亞廠產能,,,毛利率改善,,,低毛利代工包袱,,,消費電子疲弱,,,集團內部競爭,,,鴻海集團的連接器與線束代表，什麼都做但毛利偏低，主要看鴻海電動車業務的分食程度。
2327,國巨,上市電子零組件,,,被動元件帝國,MLCC/晶片電阻,,,感測器,,,磁性元件,,,高階產品佔比,,,BB值,,,併購綜效,,,全球景氣衰退,,,庫存去化,,,商譽風險,,,透過併購轉型為「高階零組件百貨」，已非過去隨景氣劇烈波動的標準品廠。
2316,楠梓電,上市電子零組件,,,轉投資滬士電,PCB(手機/通訊),,,轉投資滬士電子公司,,,處分利益,,,滬士電(AI伺服器PCB)獲利貢獻,,,手機板本業虧損縮小,,,資產處分題材,,,本業營運艱困,,,主要獲利靠業外,,,中國手機市場不振,,,這家公司的本業PCB做得很辛苦，股價與獲利主要看「乾兒子」滬士電(2312)的臉色(持股價值驚人)。
2313,華通,上市電子零組件,,,衛星HDI一哥,低軌衛星HDI,,,蘋果HDI,,,AI伺服器OAM板,,,衛星發射數量,,,泰國廠進度,,,高階HDI產能,,,衛星訂單波動,,,手機市場飽和,,,匯率風險,,,低軌衛星板的絕對霸主，天上飛的衛星有一大半用它的板子。
2308,台達電,上市電子零組件,,,電源與綠能神山,電源零組件,,,自動化,,,基礎設施(充電樁),,,AI電源營收,,,液冷散熱進度,,,電動車部門獲利,,,全球經濟衰退,,,電動車成長放緩,,,地緣政治,,,全球電源供應器龍頭，AI伺服器電源與液冷散熱是新成長引擎。
2059,川湖,上市電子零組件,,,伺服器滑軌王,AI伺服器滑軌,,,廚具滑軌,,,鉸鏈,,,AI伺服器市佔率(>90%),,,毛利率(>50%),,,專利訴訟勝訴,,,伺服器庫存調整,,,新競爭者,,,匯率風險,,,擁有千項專利護城河，壟斷AI伺服器滑軌市場，毛利率驚人。
1582,信錦,上市電子零組件,,,顯示器樞紐王,Monitor樞紐(Hinge),,,底座,,,摺疊機構,,,全球顯示器出貨量,,,摺疊新品(低軌衛星/醫療)進度,,,高殖利率,,,原物料(鋼/鋁)價格,,,顯示器市場衰退,,,單一產品風險,,,全球市佔第一的顯示器底座廠，獲利極穩配息大方，近年積極切入摺疊與低軌衛星機構。
1471,首利,上市電子零組件,,,電源轉型博弈,電源供應器,,,機殼,,,電競周邊,,,營收規模,,,虧損收斂狀況,,,新產品開發,,,長期虧損,,,市場競爭力不足,,,流動性風險,,,老牌電源機殼廠，營運長期處於虧損或損益邊緣，轉型效益尚未顯現。
TSE37,電子通路,上市電子通路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
